Video Başlığı,Video Kaynağı,Yorum ID,Üst Yorum ID,Yorum Yapan Kişi,Yanıtlanan Kişi,Yorum Metni,Beğeni Sayısı,Tarih,Yanıt Mı?,XLM_Roberta_Etiketi,XLM_Roberta_Confidence,Kural_Etiketi,XLM_Turkce,Nihai_Etiket
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxGwJ3jSmzgU-QUkWN4AaABAg,,@KedicikDostu,,25.26 HAHAHHAHAHAHhaha,0,10 gün önce,Hayır,neutral,0.4968,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzMwnl51sKo8rfaZOF4AaABAg,,@DamlaVəlizadə-f1s,,Mükəmməl,0,5 gün önce,Hayır,positive,0.5416,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyTZwd-zWDsw1CCyWp4AaABAg,,@MirayNisaTAŞKIR,,21:49😂😂,0,8 gün önce,Hayır,neutral,0.6262,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwYIqLPkruDRBszFr94AaABAg,,@hirayav,,youtuber orkun?,0,8 gün önce,Hayır,neutral,0.6793,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzlwCBu7kpeLvxupnV4AaABAg,,@DuyguCeylan-yg3cq,,Emirin eline niye mikrofon vermediniz lan çocuğumun eli havada kaldı 😂😂😂😂😂,0,10 gün önce,Hayır,negative,0.7773,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyR_iOK6v19kNbIUKZ4AaABAg,,@ffxd79,,keşke emre ve emir yerine murat olsa,0,9 gün önce,Hayır,negative,0.4099,öneri/tavsiye,olumsuz,öneri/tavsiye
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugwaz4_AfyXby7usZqJ4AaABAg,,@Muhammed-w4b5s,,25:25 de kadının bakışı,0,6 gün önce,Hayır,neutral,0.6397,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyWd__UPfsTc198WP14AaABAg,,@semosss135,,Ya acaba melih abinin yt kanali adi ne merak ettim cektikleri videoyu,0,8 gün önce,Hayır,neutral,0.4772,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxBDp2EmmuD2m0k_QZ4AaABAg,,@zeyt3912,,Beşiktaş feneri yensin dhssdksjfhkf seviyorum seni ya,0,9 gün önce,Hayır,positive,0.7619,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwvIwaa4cy0mGn8arZ4AaABAg,,@breakit5359,,Société comunity 😂😂,0,10 gün önce,Hayır,neutral,0.6482,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxcEQmss63_gJI6lSt4AaABAg,,@roblox_edit5666,,Ama abi seni de seviyorum,0,5 gün önce,Hayır,positive,0.857,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgySw0J5fSvW3am4bLB4AaABAg,,@abdulkadiryumus8268,,inanılmaz bilardo oynarım şüpheli,0,10 gün önce,Hayır,positive,0.4064,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugx7FJTr_L9Hvnw1IId4AaABAg.AWDw2BDpRG2AWDxdR8_I5w,UgySw0J5fSvW3am4bLB4AaABAg,@MustafaGkg-sk6xl,@abdulkadiryumus8268,oha çet ne diyo,0,5 gün önce,Evet,negative,0.4767,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwsXAt1N05BnpviLXJ4AaABAg,,@kitsp.asigii,,Emre abı hep pisik oluyo,0,4 gün önce,Hayır,negative,0.9207,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyU1Ro-pNh342rI00R4AaABAg,,@paxCado,,bömötöyle kumutuş dimitili mimiti omotolur he,0,10 gün önce,Hayır,negative,0.3425,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwzFd6x56YtP10A9uJ4AaABAg,,@sukrukazc9984,,Domuz eti o döner gecmiş olsun,0,7 gün önce,Hayır,positive,0.3503,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugw1_hNnv41BwySbcet4AaABAg,,@EgeAşkın,,22:44 ne mal güdülür la,1,8 gün önce,Hayır,negative,0.8935,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugw6rI--jLqT5-Ti7kR4AaABAg,,@arzumann1903,,Abi seni çokseviom varua,0,53 dakika önce,Hayır,positive,0.7466,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxwO7IiGE2Eiwp0GyN4AaABAg,,@Yyyyy4576,,32:26 emir net,0,10 gün önce,Hayır,neutral,0.7263,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyvacHw9v0aGEugq0R4AaABAg,,@yarovex,,Melih abiyi komple tur ekibine alın,0,2 gün önce,Hayır,negative,0.5065,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzZStGUJjA-1aFTsyV4AaABAg,,@foxgrandt,,100 euro bile yapmiyor toplam tutar. Çok iyi fiyat bu arada,0,9 gün önce,Hayır,positive,0.7034,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxpEHXipEm1VKp3eCh4AaABAg,,@Yalicapkinieditler1,,Melih abinin hesabinin adi ne takip edelim çok tatli ❤,0,5 gün önce,Hayır,positive,0.6895,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwKIB1iUS9WXa5TiWh4AaABAg,,@xariasg89,,Lan hani düşmandık :D,0,4 gün önce,Hayır,negative,0.4119,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwfthE8giIXn91pfgV4AaABAg,,@Elfsenamia,,4.sınıfta 23 nisanda gitmiştim selanike anılarım depreşti,0,10 gün önce,Hayır,neutral,0.481,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugy0ngv8K7u993oZm0l4AaABAg,,@dunya5548,,CHP'li teyzeler AHHAUSWHİWSO,1,10 gün önce,Hayır,neutral,0.4142,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwrZ6VtjVPnbV2X5_94AaABAg,,@user-ht1ws7fu8n,,Orkun sen Yunan değil miydim,0,8 gün önce,Hayır,negative,0.5342,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxhL-5rIh5y4YLSs4B4AaABAg,,@HuseyinIbrahim-yc9zz,,Abi ork factor 4 gelcekmi,0,10 gün önce,Hayır,neutral,0.8183,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxJju5GWfAtIUw5U6F4AaABAg,,@Berat-x5x,,Neden uçakla gitmedinizki,0,10 gün önce,Hayır,negative,0.7424,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugx2993Rc1vMjXZXHRB4AaABAg,,@ilaydda9,,sarışın olanın esprilerini hiç sevmedim sanki zorlama espiri yapıyor,1,8 gün önce,Hayır,negative,0.8864,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgznpXDvqNojPj133PJ4AaABAg,,@denotelli,,16:58 beşiktaş feneri yensin 😢,0,7 gün önce,Hayır,negative,0.6152,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugx8Tf8ueNFV6CRiFz14AaABAg,,@TuncayYağar-r3i,,Saatkaç😮,0,10 gün önce,Hayır,neutral,0.5587,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzplggMaNX5mmx2yul4AaABAg,,@AdasuMeydancı,,seni ćok seviyoruz orkun nolur bu yorumu beğen ❤❤❤❤,0,23 saat önce,Hayır,positive,0.808,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugx_EvqofJAlxR6i5gZ4AaABAg,,@ilaydabal2325,,Emir magnet yarışmasını kazanmış çocuğun konuşmasını neden koymadınız,0,3 gün önce,Hayır,negative,0.6366,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwRCU0OuZn5vq4uRxt4AaABAg,,@zaraxmp,,Ben 50€ ya 1 ay değil 1 yıl geçinirim,0,10 gün önce,Hayır,neutral,0.6206,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyMhGjDyVSQgSV3fUl4AaABAg,,@mrgoxu,,ryan trahan dan direkt thumbnaile kadar alma bari,0,6 gün önce,Hayır,negative,0.4243,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyoUB8Gc-yLfi-UQed4AaABAg,,@HüseyinEralpYaycıoğlu,,Bu çocuk bir. Gün sopa yer ama ne zaman yer,0,10 gün önce,Hayır,neutral,0.4705,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyBVHsqDqPkjKKbbUt4AaABAg,,@UfukBilgen-q6v,,Abi neyseki seni çalmamışlar allaha şükür 😂😂,0,7 gün önce,Hayır,positive,0.7228,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxATOCAi80iuuPc7td4AaABAg,,@ilterjanberktüre,,kotu bısey dıyıp emirin ıcmeye devam etmesi,0,7 gün önce,Hayır,negative,0.9147,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugyd9ENLxqNsN4ds_KV4AaABAg,,@hazalergun2797,,Bu galiba ssc tur biz de leggoturla gitmiştik korkunç bir deneyimdi. Otobüste eşya unutmuştuk aramıştık almak için çöpe attık demişlerdi sonra siz kendiniz çaldınız demişlerdi heryerden hakaret edip fake bir avukata aratmışlardı tehdit etmek için.şikayetvar ve bakanlık sayesinde çözmüştük olayı 😅 bir sonrakinde de onlarla seyahat edin 😂,0,6 gün önce,Hayır,negative,0.8118,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyRFgW-HKI0MN9qUp94AaABAg,,@Meryemavicii07,,Bu soruyu sormak için biraz geç oldu ama hangisi gerçekte neden kemal yok,1,4 gün önce,Hayır,negative,0.717,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxY58DttYNi4TIdGBp4AaABAg,,@sibelkarypso,,“Ben inanılmaz güzel bilardo oynuyorum.” 💨,0,10 gün önce,Hayır,positive,0.911,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugx-NK3D-CYIgrPGdJl4AaABAg,,@Ezgisdc,,Emre'nin her yeri arızalı JAEWÖSÖFMEÖSMXMD,0,8 gün önce,Hayır,negative,0.7665,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyB6ZNlSITOA2JbpjN4AaABAg,,@Yagmur-109,,Abi bende kuş dili biliyommmm,0,7 gün önce,Hayır,neutral,0.4373,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxM0hPHrnikYtaDoDh4AaABAg,,@belinayönal-l7w,,çok iyi,0,10 gün önce,Hayır,positive,0.7416,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxYmlCvuEBxcxS5yLV4AaABAg,,@BarışBünyaminGökmen-l1b,,"Ben inanılmaz iyi bilardo oynuyorum 😅
Emir saygıner",0,2 gün önce,Hayır,positive,0.8728,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzH8vTS9jeCIurFvXJ4AaABAg,,@XewnaŞewa,,Sen ve Enes batur çocukluğumdan beri izliyorum 😊,0,3 gün önce,Hayır,positive,0.8102,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzxcDSgIg5MwV5326N4AaABAg,,@hz._ibrahim5731,,Abi üstünde ki kapşonlunun linki var mı?,0,7 gün önce,Hayır,neutral,0.7688,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzB8xOLP1DtfD8U1ot4AaABAg,,@youtueb7064,,1 euroluk hediye almış pinti,0,4 gün önce,Hayır,neutral,0.5493,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugx0zGML1y52ncdshPp4AaABAg,,@MemetYilmaz-y2k,,Dinlenme tesislerinin bitane yerinde güzel yemek.olmazmi aq hem pahali hem kötü böyle muhabbetin amk,1,7 gün önce,Hayır,negative,0.8613,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugx2rnkZYL3jphIb_k14AaABAg,,@dchdo,,Feilinde patladım,0,1 gün önce,Hayır,negative,0.7302,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyVY27KczP4mrhBlWx4AaABAg,,@BarkınAtik-e1i,,Selam arkadaşlar,0,3 gün önce,Hayır,positive,0.4979,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugw1osSRL8FHkyxotgZ4AaABAg,,@ronsrt7,,#1:05 mecidiyekoyyy,0,5 gün önce,Hayır,neutral,0.4963,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugw3YbKSxcf133-SEB54AaABAg,,@berkcifci183,,Bu videodaki kişilerden malum partiye oy çıkmaz 😂😂,0,7 gün önce,Hayır,negative,0.4682,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugx-NK3D-CYIgrPGdJl4AaABAg.AW6PVQr9UGBAW6Qm5ayUgJ,Ugw3YbKSxcf133-SEB54AaABAg,@Ezgisdc,@berkcifci183,17:00 yineüzüldüm,0,8 gün önce,Evet,negative,0.6791,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzKCmfJRMv1lZQLg_V4AaABAg,,@iDraga-gb2xn,,Mr beast Dubai videosu gelsin diyenler ❤❤❤,0,9 gün önce,Hayır,positive,0.6188,öneri/tavsiye,olumlu,öneri/tavsiye
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyyEA50ntOvZkTitct4AaABAg,,@ArasBozuklu,,Abi murat abinin evinde gizlice kal,0,9 gün önce,Hayır,negative,0.4922,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzTbmGJEOKccy_bo0x4AaABAg,,@TuranCetiner,,kral Türkiye’de her hangi bir şehirlerarası seyahat böyle siz tabi biraz elit olduğunuz için biraz size uzak kalmış olabilir sadece bu durum.,0,10 gün önce,Hayır,negative,0.802,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyPrjtHfIvtxsFOThd4AaABAg,,@Mehmetgürrrocak,,"Emirle evlenemek istiyorum (kızım,adıma bakmayın :)",1,10 gün önce,Hayır,positive,0.5232,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwV7vzTsOYQETA26GF4AaABAg,,@ahmet7715,,Ben de selanik göçmeniyim. O gevşeğe söyleyin o mübadele gevşek gevşek dalga geçilecek bir mesele değil.,0,7 gün önce,Hayır,negative,0.6676,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxspbakApi2UpL0EiR4AaABAg,,@ozgurorhankilic8024,,Doritos reklamına gerek yoktu,0,9 gün önce,Hayır,negative,0.488,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzneAO3TLrMF8tqsS94AaABAg,,@Keriom,,peynir ekmek yerken akıyo valla,0,10 gün önce,Hayır,negative,0.4187,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwE4UZHNSJL47mpL9J4AaABAg,,@AgaNinjaağamafia,,Burasi kavala 😂,0,23 saat önce,Hayır,neutral,0.3609,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwAy6kI7g7SHNLjc3B4AaABAg,,@Bmw-v4d8s,,Abi Merve abla ablayla dans ettiğini görünce ne dedi,0,8 gün önce,Hayır,neutral,0.5057,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugz7oupdPPB5jAH4_FF4AaABAg,,@damizlikkirpi.youtube.channel,,Türkiye'nin en az izlenen kanalı Gureba'dan herkese selamlar...,0,6 gün önce,Hayır,positive,0.8324,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyWcw2q3BAwI4VhlpF4AaABAg,,@birisiyimiste5715,,20:36 arkadaki sarışın abla niye 2 gözlük takıyoo ToT,0,2 gün önce,Hayır,negative,0.7648,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwHsEI6RWwRvVwR8zJ4AaABAg,,@AzizKahraman-j4x,,Türkiye daha iyi di,0,9 gün önce,Hayır,positive,0.521,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugz_-3nmn5UBkoI0dMR4AaABAg,,@mehmetcoban6877,,Abi mr beast olmaya çalışma orjinal kal vlog çek,0,10 gün önce,Hayır,neutral,0.443,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugx7wVltC4wnqlpptcx4AaABAg,,@zartzurtcuk,,Melih amcanin kanali neredeeeeee yardimci olalim bizde,0,9 gün önce,Hayır,neutral,0.6621,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwS0bkmW6TwjqOfysp4AaABAg,,@sulenehir,,"Hayattaki network fırsatlarının nereden geleceği belli olmuyor. Anneler babalar diyordur çocuklara:

 ‘Orkun IŞITMAK gelmiş Yunanistan gezimize.’  

‘Yav hee anne aynen benziyodur saçmalama.’ diyolardır.",0,1 gün önce,Hayır,negative,0.5622,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxDq0usfjwZQq5yKEF4AaABAg,,@omercozer,,keşke indirim yapamam diyen alacağınıza sen bilirsin deyip gitseydiniz bu esnaflar batsın,0,9 gün önce,Hayır,negative,0.882,öneri/tavsiye,olumsuz,öneri/tavsiye
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugxz2WrDFtqpMXwZ3al4AaABAg,,@mowozangee,,1246. şikayet sebebi siz olacakmışsınız gibi geldi asddsadsaasd,0,9 gün önce,Hayır,negative,0.5752,şikayet,olumsuz,şikayet
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgylbkYkhNNQVFIBaSh4AaABAg,,@yeşiminan1453,,Ulan emre sağlık sorunun var diye yarışmadan çekildiğine üzülüyoruz biz. Sen hala bu işler peşindesin😅 sonra neden sağlık sorunu var sende değilde bende mi olsun😀,0,9 gün önce,Hayır,negative,0.9425,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwX7RAE0MM-hm77ekJ4AaABAg,,@ArdaGunes-t1m,,Düş7k puanlı restoran lar,0,10 gün önce,Hayır,neutral,0.5137,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugx6o-u_KojnHu5cCrh4AaABAg,,@emrahalkan7248,,Ben inanılmaz iyi bilardo oynuyorum 😂😂😂,0,8 gün önce,Hayır,positive,0.8846,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugw3uJMqJ00ISgBhoUB4AaABAg,,@HiraGüngör-e4j,,Abi seni cok seviyorum ancak youtuberlerin tek sevmediğim özelliği şarap içki alkol içmesi tam olarak bilmiyorum bunları içip içmediğine ancak bunları içiyorsan 12 milyon takipçin için lütfen bırak senin sağlın için bırak😢 SENİ ÇOK SEVİYORUZ 🎉😊❤,0,1 gün önce,Hayır,positive,0.5558,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwjbH9Gr8N5ou3SceJ4AaABAg,,@AKİFÇOŞKUN-g8i,,abi biz 13 10 saatte sivasa gidioz 25 saatte konyaya gidip geldik siz nasıl 13 saatte gittiniz,0,10 gün önce,Hayır,negative,0.5628,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwkJrxOoxG_AtpIx414AaABAg,,@dermansoker1442,,32:21 EMİR,0,9 gün önce,Hayır,neutral,0.7916,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxkKOQR3lqtsqDvfFF4AaABAg,,@MR_ordekk,,VELİ ABİNİN KANALININ ADI NE,0,10 gün önce,Hayır,negative,0.7812,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzLR0VkKEvFZMYMEfF4AaABAg,,@SezginParlak-k9h,,Teşekkürler.,0,8 gün önce,Hayır,positive,0.8417,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxVlBdYpujTc4z1vSp4AaABAg,,@ElasuBayram-o2d,,Ama sigarayı büyü otobüs firmalarının şoförleride içiyo seyir halindeyken ben çok kez yaşadım,0,9 gün önce,Hayır,negative,0.4618,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwXsSCsa9DuVC1erWB4AaABAg,,@Motorkafası-HD,,Melih amcanın kanalı varmi,0,6 gün önce,Hayır,neutral,0.8042,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugyl6U6Ua5QsiXlpwoB4AaABAg,,@eliifercetiin,,23:43 SENSIN MALAKA,0,4 gün önce,Hayır,neutral,0.5295,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxOisGHmIqSEEV8tcx4AaABAg,,@themermanemesis,,27:55 Alper Rende işe başlamış,0,5 gün önce (düzenlendi),Hayır,neutral,0.82,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugye9_gbNC29zB08_lV4AaABAg,,@useruser88-o3o,,16:38 yakışmadı orkun ışıtmak,0,8 gün önce,Hayır,negative,0.6486,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugxg_BGsptb2tQhRXuR4AaABAg,,@Dijitalevren,,"Orkun kardeşim walla 12.5 milyon ohaaa desem yeridir maşallah 🧿 

Kardeşim Bir de bizim kanalı el at da biraz büyüyelim amatörce kendimce güzel cihazlar tanıtmaya çalışıyorum ben çok önceden başlamıştım da sağlık nedeniyle bırakmıştım keşke bırakmak zorunda kalmas Ben de şu an 3-4 milyon olurdum belki ama olmadı be kardeşim hadi gel bir destek ol da biz de bir yerlere gelelim hani orada Veli abine destek oldun ya hadi gel bizede ol beee😊",0,9 gün önce,Hayır,positive,0.5164,öneri/tavsiye,olumlu,öneri/tavsiye
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyYF5QE5BArbHa0cw54AaABAg,,@crescent333,,arkadaşlar çoğunluk genç olduğu bildiğiniz bi tur var mı,0,9 gün önce,Hayır,neutral,0.7107,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugxbg1fAyzRUQYV9Apt4AaABAg,,@Vug6r,,Tek sorun sizdeymiş gibi geldi,0,10 gün önce,Hayır,negative,0.7349,,olumsuz,olumsuz
