Video Başlığı,Yorum ID,Yorum Metni,Nihai_Etiket,etiket_id,Beğeni Sayısı,Yanıt Mı?,XLM_Roberta_Etiketi,XLM_Roberta_Confidence,Kural_Etiketi
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugzh1E2Kom-KEmsIBcp4AaABAg,video an itibari ile 1 2 mn izlenmiş D dilekler kabul D,olumlu,0,1,Hayır,positive,0.7471,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,Ugz59qaPqSx45RQmGJV4AaABAg.AWBafrLb3vIAWBlF2xXdXI,yorum kasıyolar daha iyi ahsahsga,olumlu,0,5,Evet,positive,0.4288,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugz2IS5XvLouWtOmul14AaABAg,cem yılmaz giriş,nötr,2,0,Hayır,neutral,0.82,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwCFfkiR3ccX0yNIGR4AaABAg,videonun en keyifli yeri burdan sonrası net,olumlu,0,68,Hayır,positive,0.9159,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwPIMyV99uMruz9BLp4AaABAg.AUc8r-lx7dfAUcXKDL-XAx,Bu tarz buluşma bölümleri zaten en çok saran kısım bence,olumlu,0,0,Evet,positive,0.6473,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgwYvX_68qfCN5-pBYR4AaABAg,Emre bu ateş yakma hikayesini daha önce anlatmıştın ve böyle değildi sanki ya xjlcjxksjsks,olumsuz,1,0,Hayır,negative,0.5866,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,Ugy2lSZbHMSu47bA5Cx4AaABAg,Muhteşem bir bölüm Melis hanım ❤,olumlu,0,0,Hayır,positive,0.9183,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwUIo7HTFEAgg9VB914AaABAg,En iyi programı olmuş Melis İŞITEN👍👏👏SENELER önce yeğenime Instagram açtırma sebebim Enis Arıkan dır🥰sürekli takip edeyim diye🥰Enis en en sevdiğim❤️yine harikaydı her programda olduğu GIBI👍👏👏,olumlu,0,1,Hayır,positive,0.9284,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugxsbq7orf7wFL3GsfJ4AaABAg.ARrXBEeFIQZARsaeEWGLpt,<kullaniciadi> kaçıncı dakka,nötr,2,1,Evet,neutral,0.6736,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyYTs2BoxTavH1dQ654AaABAg,Sağlığınız için sağlıklı olan doğal tuzu istediğiniz kadar kullanabilirsiniz D,olumlu,0,0,Hayır,positive,0.6138,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxMmeBEei8-jBolH8l4AaABAg,Anlık burdayım spagetti yaparken o kadar iyi geldi ki,olumlu,0,0,Hayır,positive,0.8773,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugyq-fzTA1DG1ckkKxN4AaABAg,Bulgur ile olur,nötr,2,0,Hayır,neutral,0.6295,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,Ugx7HbbyjhkmkdORB2F4AaABAg,Cemile abla çok tatlısın seni çok seviyorum 😍,olumlu,0,1,Hayır,positive,0.9135,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugx4tJA6EZtdJEloYsB4AaABAg,the Debbie’s,nötr,2,0,Hayır,neutral,0.8388,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwrtcflaFgt-38Zdat4AaABAg,ABII senı hıç sevmıyorum,olumsuz,1,0,Hayır,negative,0.9072,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzPHnGW-xGml2jen354AaABAg.AVCUMn_nSglAVSTGSu1rNj,sanane insanlarin giyiminden sumuklu baris,olumsuz,1,0,Evet,negative,0.7897,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,Ugw-SEch6OLG77vY3wZ4AaABAg,Emreye aşığım aşık,olumlu,0,1,Hayır,positive,0.817,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgyhRw7tppeviGv4IWZ4AaABAg,arabaşı av yemeğidir,nötr,2,0,Hayır,neutral,0.4302,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxszTmxUoRa_J7SD3h4AaABAg,Bu fake gülüşler organizasyonu Türk televizyon tarihine toplu halde ‘niye güldük biz’ diye geçti,olumsuz,1,6,Hayır,negative,0.6134,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugy4mZxCoNxRz5FJomh4AaABAg,O kadar güzel ve komikti ki Tugba ablayi zaten çghden seviyodum ama videoya ayri bir renk katmış seviliyorsun tugba ablaa 💓💓,olumlu,0,1,Hayır,positive,0.9108,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgyPbSsXrqAT2BnuLsd4AaABAg,Bu üçlü bence bir daha video çekmeli süpersiniz,olumlu,0,0,Hayır,positive,0.8928,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugzbf3GFSHs2S6ItQYh4AaABAg,Adam 52 yaşındaymış ben 60 sanıyordum 😮,nötr,2,0,Hayır,neutral,0.5617,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzmqTCaBItXF3-0gcR4AaABAg,Bu seri biese çok daha izlenir,olumlu,0,0,Hayır,positive,0.7169,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugxi3WSRPtaqRbVLisN4AaABAg,DAKKA ORKUNUN ARKASINDAKİ YAZI,nötr,2,0,Hayır,neutral,0.6444,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugx6u4egq1TvJSxX9n54AaABAg,Tuğbanin sorunları varmışta siz onun için toplanmiş gibisiniz 37 26,olumsuz,1,0,Hayır,negative,0.8035,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugxe-c89Md-UI1Xu2rd4AaABAg,cem abi diyor sen diye hitap ediyor arada kalmıs hıssettırdı,olumsuz,1,0,Hayır,negative,0.4648,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugx0f_o3XQs294Sjvbd4AaABAg,Negidigi digosugun😅,olumlu,0,0,Hayır,positive,0.4031,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgwiEQXxdo9wf9mOo6V4AaABAg,İnci NEREDEE yav❤,olumlu,0,0,Hayır,positive,0.8323,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwPIMyV99uMruz9BLp4AaABAg.AUc8r-lx7dfAUco3_4phCe,AGA VARYA BENDE DİYORDUM GEÇEN HAFTA SONUNDA KAFA DENGİ BİRİLERİ DAHA,olumsuz,1,0,Evet,negative,0.7011,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyZr_VSGs-xwrYHYzZ4AaABAg,emrenin burda bahsettiği skeç hangisi ya,nötr,2,1,Hayır,neutral,0.5422,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwP8rf_IKeN_SYLGTp4AaABAg,More pink floyd please its an instant click,olumlu,0,0,Hayır,positive,0.5679,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgwoIPcWc9koGKUlYh94AaABAg,Abi niye video ATMIYOON COOK sıkıldık,olumsuz,1,1,Hayır,negative,0.9131,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgymRJOYPcWRPHEmo4F4AaABAg,Biraz özgün içerik üret mr beast kopyası editler utanmadan yapay zeka thumbnail yapıp günde bi değiştirmeler falan sağdan soldan çıkan reklamlar ne alaka Şimdi de kapak fotosunu resmen çalmışsın! biraz kendin ol biraz yaratıcı ol 1 yıldır aynı 2 içeriği üretip YT türkiye piyasasını kısırlaştırdın Üstünede yapay zekanın köpeği olmuşsun yakında full ai video çıkarman beklenir,olumsuz,1,0,Hayır,negative,0.6959,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgzSVWoUayM4kHTINlt4AaABAg,Enis için buradayıız fav ikon karakterimm🎉,olumlu,0,1,Hayır,positive,0.7053,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxJgxJN6VTtOzS7urF4AaABAg,yorumlarda istedigim yorumu bulamadim tam tersi herkes ovmus o yuzden ben yaziyorum Taner Beyin ya da Abi mi denir bilmiyorum bu sofra adabi eksikligi pisligi saygisizligi nedir ya? Enis Bey de baya bir rahatsiz olmus zaten hayir belirtiyor da saka manasinda ama adam yine anlamiyor bu ne terbiyesizliktir YA?? Yemek gormemis gibi saldiriyor her seye tabaga konulmasini ilk o istiyor her sey onunmus gibi davraniyor Ben bu adami zaten pek sevmezdim simdi de HIC sevmiyorum igrenc,olumsuz,1,0,Hayır,negative,0.8642,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugyepek6p2rV69UWk1F4AaABAg,Taneri almayın abi vallahi,olumsuz,1,0,Hayır,negative,0.8665,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyFT_MhJJef0b0c7SR4AaABAg,Normalde uyuz insanımdır Videoları izler izler güler vaktimi güzelce geçirir ama like atmam ilk defa like atıyorum hadi iyisiniz sayemde ünlü olacaksınız,olumlu,0,0,Hayır,positive,0.7925,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwPIMyV99uMruz9BLp4AaABAg.AUc8r-lx7dfAUmoyNp1xK7,bencede istek değil ihtiyaç,nötr,2,0,Evet,neutral,0.5113,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgyekBefhLAH5oucHgl4AaABAg,Nolur sen miydin sevgilimi çalan şarkısını baştan sona söyleyip paylaşın BAYILDIMM,olumlu,0,0,Hayır,positive,0.5408,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,Ugw3nWt-80X_EKu2fU54AaABAg,Ben artık star inciyi istiyorum,nötr,2,0,Hayır,neutral,0.5652,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwbHRFoA11IJFHh7J94AaABAg.AVzaj4d_eTZAW-_OcpKyFe,bi tek ben bekliyorum sanıyordum,olumsuz,1,3,Evet,negative,0.4799,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgyikHoLXK6zMDkzm4Z4AaABAg.ARoKQdpuXy1ARztyFVRP-b,Bi an yalnızlık konusunda arkadaslarım da yalnızlar hepimiz gokyuzunde gezen yalnız yıldızlarız diyeceğini düşündüm 🙈,olumsuz,1,1,Evet,negative,0.4287,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,Ugzs9npBGJi7vZaUav14AaABAg,Birde sanki her hafta bölüm atıyormuş gibi geçen hafta demissin abi JFJGKFJFKDJS,olumsuz,1,0,Hayır,negative,0.566,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyQOEkIQ4t8JSDzLOt4AaABAg,kadro kötü kanka,olumsuz,1,0,Hayır,negative,0.9414,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugy9Gbus0FBkJUSDxvt4AaABAg.ARsvpwUgPLFARtmiIVQBGk,kaan sekban dua etsin de gosterisine gelmis kral yok neymis birlikte mizasen yapalim demis pardon?,olumlu,0,2,Evet,positive,0.3444,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgxdNLncFCo8-EzOFw54AaABAg,Öğrenci orkun abimm,nötr,2,0,Hayır,neutral,0.4403,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugw5d-5EIHXnIHEHsf14AaABAg,incim çocuk işçi gibi calisti bütün video ahshshd,olumsuz,1,0,Hayır,negative,0.5281,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugw715Gez3R0AoNZ3R14AaABAg,Yesim abla yaa,olumlu,0,1,Hayır,positive,0.5623,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcTKLn6Rik,2 sezonu heyecanla bekliyoruz umarim en kisa zamanda gelir enis abinin sunuculugu esliginde,olumlu,0,0,Evet,positive,0.5931,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwCQ79SPru2e0fR4mx4AaABAg,Sucuk gömme anısı,nötr,2,57,Hayır,neutral,0.6128,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgxNkY69vvVZ9_Ha_s94AaABAg,İnci nasıl kazandı yani kazanamaz manasında değil YKS ye daha varya MSÜ den mi kazandı?,olumsuz,1,9,Hayır,negative,0.6345,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgxDiWz_p71RQ_3CRpR4AaABAg,HOCAM Bİ MİKFORON TAKSANİZ COK İYİ OLUR YA SES DAHA İYİ GELİR,olumlu,0,6,Hayır,positive,0.8569,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgxN9ewt3pGAgbpwELd4AaABAg,melih abinin link yok mu,nötr,2,0,Hayır,neutral,0.7101,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgzfS7y0aX20oOVnWAN4AaABAg,erkek arkadaş muhabbetine ağlıyorum gülmekten,olumlu,0,0,Hayır,positive,0.8164,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwPIMyV99uMruz9BLp4AaABAg.AUc8r-lx7dfAUcxUpFeJ5-,Gidilmeli ama şebnem ablayı yormasım,olumsuz,1,0,Evet,negative,0.6503,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugx-tw5ZeBgpDQ7er5J4AaABAg,abi matematiğinde 100 üzerinden 10 gibi,nötr,2,0,Hayır,neutral,0.731,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugyu7d1VcX_MvdWo1E14AaABAg.ARlg1pKJP1hARluOX3gtvz,<kullaniciadi> seyirci olarak benim hissettiğim bu yöndeydi özellikle Cem Yılmaz sahnede iki gösterisinde rahatsızlandığını anlatırken bile sevgili Melis İşiten’in konuyu dinlemeyip gülmeye çalışması fazla abartılı oldu!,olumsuz,1,8,Evet,negative,0.7887,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgydgfA50vRYIZA-aRt4AaABAg,şuan gece saat bir buçuk ve ben bu videoyu izledim şimdi salçalı makarna yapmaya gidiyorum,nötr,2,0,Hayır,neutral,0.6006,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugwq9ppEOBSjf72zcWB4AaABAg.AUcAHU81oEqAUcMhBddsgh,​ <kullaniciadi> h3p Niye neden? Nasıl kudurttu seni,olumsuz,1,23,Evet,negative,0.9262,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugzs2JnQMN21JhK3C9J4AaABAg.AUcBdWPCuuEAUcgmm6_rxK,​ <kullaniciadi> KESKE HER YAYIN GORSEKK 😔,olumsuz,1,45,Evet,negative,0.892,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgwvxFn9M8DmJbxwT-t4AaABAg,ZATEENN cem ABII ali biçim ses tonuyla,olumlu,0,782,Hayır,positive,0.4226,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUrukskMSXh,AYNI EKİP OLSUN AMA LTFFNN,olumsuz,1,0,Evet,negative,0.6539,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgyuFcQpOYfi6ATwDFx4AaABAg,OO HOSGELDINIZ EFENIMM,olumlu,0,1,Hayır,positive,0.4966,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgxfhkREtku-4o4IKxB4AaABAg,Evime döndüm,nötr,2,0,Hayır,neutral,0.4986,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzkIyZ2I2ahawHdM0F4AaABAg.AUcM4cWNnK1AUjWXKX0W1X,Son 2 yıldır izlediğim en keyifli eğlenceli bir içerikti gerçekten ❤,olumlu,0,0,Evet,positive,0.9427,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugz0hisRt_V2Lcslmg54AaABAg,Aşırı tepki gözlemledim ama genel olarak program güzel Teşekkürler CMYLMZ,olumlu,0,0,Hayır,positive,0.8481,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcAxhm6Q6I,2 Sezonu bekliyoruz!,olumlu,0,754,Evet,positive,0.705,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyUXcFmSpLPCW6YKHN4AaABAg,Ayın yılın başında bir tura çıksam böyle bir şeyle karşılaşsam sinir krizi geçiririm,olumsuz,1,0,Hayır,negative,0.8631,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwbHRFoA11IJFHh7J94AaABAg.AVzaj4d_eTZAW0UGSD7Yd1,Hangi yıldayız ya,olumsuz,1,1,Evet,negative,0.7352,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgyntVeqDFFMxI5-9uV4AaABAg,Bir programda YAŞAR NURİ ÖZTÜRK hoca CEM YILMAZ için TÜRK mizahının filozofisidir demişti ne kadar haklı olduğunu yıllar boyu yanılmadan gördük görmeye devam ediyoruz 👏👏,olumlu,0,0,Hayır,positive,0.6995,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcQuaLabxL,Konusma kral 2 Sezona sponsor ol,olumlu,0,0,Evet,positive,0.446,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgwyJRMx8B2uOrgtL6l4AaABAg,insanlar gülerken ekrana getirince olay komik olmuş olmuyor Herşeyiniz göstermelik aw,olumsuz,1,0,Hayır,negative,0.8795,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwluReN0KKaYRQmG7N4AaABAg.AW6ICGZrWftAW6IN_N4un2,6 yaşında okula başladıysa sınıfındakıler 3 yaşında mıydı cok sacma,olumsuz,1,0,Evet,negative,0.8184,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzjOI6g8YbU0iNBKWp4AaABAg,abi çok güzel videoydu çok eğlendim hiç bırakma bu işi face blue smiling,olumlu,0,1,Hayır,positive,0.8697,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxaywD0qfmwrOwmDp14AaABAg,kaan sekban meselesini melis hanım gülerek büyük tepkiler vererek çoğalttı yoksa cem bey gayet efendice ifade edip bırakmıştı melis hanım yaptığınızı beğendiniz mi,olumsuz,1,1,Hayır,negative,0.3936,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxyqO2oUcDpqJX0j7t4AaABAg,Konsol oyunu bir yere çağırmayın ya,olumsuz,1,0,Hayır,negative,0.7721,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugy0wQouGhO7CgSoZ4x4AaABAg,Melis zorla gülmeyi biraz samimiyet kat ya da az gül 🌹 Ne güzel tavsiye 😊,öneri/tavsiye,3,0,Hayır,positive,0.8499,öneri/tavsiye
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,Ugzg6LiyFeydEyJPy6x4AaABAg,BAYILIYORUMM bu adama hiç kimsenin fanı değilim ama sana fan sayfasi bile AÇARIMM💕💕,olumlu,0,5,Hayır,positive,0.8871,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgxJngWPGcK5CkoffGZ4AaABAg,Arabaşını Cemile yaptı diyebiliriz eline sağlık cemile 🥰😀,olumlu,0,0,Hayır,positive,0.8951,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugz_1nHT6ygcvjPVsvh4AaABAg.AW-rXRQJzt2AW1pOsfuZg2,​ <kullaniciadi> komikti,olumlu,0,0,Evet,positive,0.4879,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwbHRFoA11IJFHh7J94AaABAg.AVzaj4d_eTZAW10Hqb6ac9,Murata bir yardım BROO Murat bizim canimiz 😁,olumlu,0,2,Evet,positive,0.7172,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgxMoMkBF5MteMO63YV4AaABAg.AWBo-t690aXAWC1nZPPNQh,Karaman kondaydı zaten,olumsuz,1,1,Evet,negative,0.5271,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugxf4EQjHW8LdOk2LuZ4AaABAg,Param ancak buradan izlemeye yetiyor cem abi hakkını helal et,olumsuz,1,7,Hayır,negative,0.5898,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwWsO963t2hHmi478V4AaABAg.AUcVjGQe2ugAUmjfalApPu,Oha çok iyi hehdhsudshshsh,olumlu,0,0,Evet,positive,0.7965,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxmLN8KXzfv7qdFk9J4AaABAg,Cem Yılmaz kesinlikle çok zeki ve dilbaz bir komedyen Çalıştığı insanları benimseyip yermemesi cümlelerini dikkatle seçmesi bile bir ustalık Melis işiteni ilk defa izliyorum heyecanı ellerinden bile belli oluyor nolmuş canım kadın kahkaha atıyorsa sürekli karşısında Cem Yılmaz var,olumlu,0,2,Hayır,positive,0.8584,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwnncYqC_GsGKYQlVJ4AaABAg,En en en iyisi açık ara harika ötesi bir program Enis Arıkan farkı 😅😅,olumlu,0,1,Hayır,positive,0.926,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcRrE8V5uZ,2 Sezonu beklemekteyiz nolur erken gelsin,öneri/tavsiye,3,0,Evet,positive,0.4292,öneri/tavsiye
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgzRC2p5hAWK31h3poN4AaABAg,Enis çok güldürdün sağolasın valla,olumlu,0,2,Hayır,positive,0.9334,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugzpub6Hr2dFZ7M9zfx4AaABAg,Tuğkan abiyle Mertin hediyesinin toplam fiyatı enisinkinden azmış la,olumsuz,1,0,Hayır,negative,0.4485,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgzYNYvZj6IePK5EAtp4AaABAg,Mükemmel bi programdı 👏🏼👏🏼👏🏼,olumlu,0,0,Hayır,positive,0.9438,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugy-ddsOm5kwQbMyqFh4AaABAg,Taner abi beğendiği yemğe mührü vuruyo 😂,olumlu,0,0,Hayır,positive,0.5504,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyZYN5hcjkUa8qC7y54AaABAg,Yılmaz Erdoğan açık mutfak gelsin,öneri/tavsiye,3,0,Hayır,negative,0.4113,öneri/tavsiye
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyEz4RP5Nh3vzudk-Z4AaABAg,ORKUUN,nötr,2,1,Hayır,neutral,0.6114,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwZXZikwQRByRnupcR4AaABAg,Melih abinin yt NEE,nötr,2,1,Hayır,neutral,0.4163,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwYIqLPkruDRBszFr94AaABAg,youtuber orkun?,nötr,2,0,Hayır,neutral,0.6793,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,Ugx8-kIDVyVxuU9iT8J4AaABAg,dede kebaba gelin,nötr,2,1,Hayır,neutral,0.4637,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzXe6LHqfqB6HQluIF4AaABAg,Cok guzeldi ekip mukemmel cidden eglendirdi baya,olumlu,0,0,Hayır,positive,0.9184,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcO50qImi9,Herkesin eline emeğine sağlık artık merakla bekleyeceğim bir Yeni bölüm olmayacak bu çok üzücü ama bir sonraki sezonu merakla bekleyeceğiz çok eğlenceli çok güzel bir işti gerek sponsor gerek ekip enerjisi harikaydı iyiki varsınız 🎉❤,olumlu,0,1,Evet,positive,0.8973,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgzB8xOLP1DtfD8U1ot4AaABAg,1 euroluk hediye almış pinti,nötr,2,0,Hayır,neutral,0.5493,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgzYDPlxkNKNhYwLkF54AaABAg,Arabaşı Denizli de geleneksel olarak yapılan çocukluğumun kabus yemeği Hiç bir zaman sevemedim,olumsuz,1,0,Hayır,negative,0.7682,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgxapWdMzXIbJTtAXF54AaABAg,Ya keşke Zeynep de gelseydi KEŞKEE,öneri/tavsiye,3,0,Hayır,negative,0.3497,öneri/tavsiye
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcemS7QQo_,Umarım yeni bölümleri gelir gerçek çok güldüğümüz süper içerik oldu yeni yayıncı ve youtuberlarla yeni bölümleri heyecanla bekliyoruz 🙏🏻😁,olumlu,0,0,Evet,positive,0.9213,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwXDFzhzt72Z7hvAfZ4AaABAg,izlediğim en iyi bölümdü gülmekten yerlerde sürünmek zorunda kaldım çok iyi,olumlu,0,116,Hayır,positive,0.9049,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugya1GnEq9F0o-U76sV4AaABAg,lütfen mikrofan taksanız ses anlasılmıyo televizyondan izledigimizde acmam gerekiyo baya😢,olumsuz,1,0,Hayır,negative,0.8391,
